DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
02M111,P.S. 111 Adolph S. Ochs,2014-15,465,45,58,51,45,52,48,48,0,54,64,0,0,0,0,236,0.508,229,0.492,69,0.148,76,0.163,257,0.553,10,0.022,53,0.114,137,0.295,54,0.116,282,0.606,0.611
02M111,P.S. 111 Adolph S. Ochs,2015-16,393,37,59,51,43,48,52,51,0,0,52,0,0,0,0,192,0.489,201,0.511,71,0.181,63,0.16,195,0.496,14,0.036,50,0.127,117,0.298,48,0.122,197,0.501,0.519
02M111,P.S. 111 Adolph S. Ochs,2016-17,334,43,42,57,48,45,47,52,0,0,0,0,0,0,0,158,0.473,176,0.527,57,0.171,47,0.141,157,0.47,11,0.033,62,0.186,84,0.251,51,0.153,173,0.518,0.528
02M111,P.S. 111 Adolph S. Ochs,2017-18,395,46,58,48,76,51,58,58,0,0,0,0,0,0,0,177,0.448,218,0.552,66,0.167,59,0.149,188,0.476,15,0.038,67,0.17,85,0.215,49,0.124,246,0.623,0.629
02M111,P.S. 111 Adolph S. Ochs,2018-19,413,48,69,56,52,73,57,58,0,0,0,0,0,0,0,190,0.46,223,0.54,65,0.157,56,0.136,194,0.47,17,0.041,81,0.196,90,0.218,41,0.099,233,0.564,0.575
02M114,East Side Middle School,2014-15,449,0,0,0,0,0,0,0,151,152,146,0,0,0,0,231,0.514,218,0.486,66,0.147,14,0.031,46,0.102,18,0.04,305,0.679,73,0.163,0,0,51,0.114,0.106
02M114,East Side Middle School,2015-16,441,0,0,0,0,0,0,0,149,142,150,0,0,0,0,230,0.522,211,0.478,66,0.15,13,0.029,40,0.091,32,0.073,290,0.658,64,0.145,0,0,41,0.093,0.084
02M114,East Side Middle School,2016-17,443,0,0,0,0,0,0,0,151,147,145,0,0,0,0,231,0.521,212,0.479,62,0.14,14,0.032,40,0.09,38,0.086,289,0.652,70,0.158,0,0,31,0.07,0.078
02M114,East Side Middle School,2017-18,450,0,0,0,0,0,0,0,148,150,152,0,0,0,0,247,0.549,203,0.451,55,0.122,16,0.036,40,0.089,35,0.078,304,0.676,71,0.158,0,0,50,0.111,0.11
02M114,East Side Middle School,2018-19,451,0,0,0,0,0,0,0,151,148,152,0,0,0,0,259,0.574,192,0.426,63,0.14,13,0.029,53,0.118,33,0.073,289,0.641,75,0.166,0,0,73,0.162,0.128
02M116,P.S. 116 Mary Lindley Murray,2014-15,696,54,96,95,113,117,117,104,0,0,0,0,0,0,0,343,0.493,353,0.507,131,0.188,66,0.095,145,0.208,45,0.065,309,0.444,109,0.157,59,0.085,251,0.361,0.291
02M116,P.S. 116 Mary Lindley Murray,2015-16,638,47,72,92,89,101,113,124,0,0,0,0,0,0,0,312,0.489,326,0.511,126,0.197,56,0.088,138,0.216,40,0.063,278,0.436,108,0.169,68,0.107,222,0.348,0.28
02M116,P.S. 116 Mary Lindley Murray,2016-17,585,46,87,72,86,75,99,120,0,0,0,0,0,0,0,285,0.487,300,0.513,122,0.209,63,0.108,123,0.21,37,0.063,240,0.41,115,0.197,56,0.096,211,0.361,0.284
02M116,P.S. 116 Mary Lindley Murray,2017-18,539,47,86,84,68,85,75,94,0,0,0,0,0,0,0,273,0.506,266,0.494,112,0.208,63,0.117,109,0.202,37,0.069,218,0.404,96,0.178,44,0.082,196,0.364,0.353
02M116,P.S. 116 Mary Lindley Murray,2018-19,504,54,74,84,73,63,81,75,0,0,0,0,0,0,0,270,0.536,234,0.464,112,0.222,45,0.089,99,0.196,33,0.065,215,0.427,86,0.171,25,0.05,163,0.323,0.338
02M124,P.S. 124 Yung Wing,2014-15,864,72,120,104,136,146,142,144,0,0,0,0,0,0,0,389,0.45,475,0.55,815,0.943,5,0.006,26,0.03,3,0.003,15,0.017,82,0.095,281,0.325,402,0.465,0.555
02M124,P.S. 124 Yung Wing,2015-16,810,71,117,118,99,131,141,133,0,0,0,0,0,0,0,373,0.46,437,0.54,767,0.947,3,0.004,22,0.027,6,0.007,12,0.015,83,0.102,238,0.294,368,0.454,0.54
02M124,P.S. 124 Yung Wing,2016-17,785,71,121,114,108,100,137,134,0,0,0,0,0,0,0,382,0.487,403,0.513,741,0.944,2,0.003,16,0.02,14,0.018,12,0.015,90,0.115,239,0.304,336,0.428,0.541
02M124,P.S. 124 Yung Wing,2017-18,724,56,100,118,113,103,95,139,0,0,0,0,0,0,0,355,0.49,369,0.51,683,0.943,0,0,15,0.021,14,0.019,12,0.017,95,0.131,221,0.305,408,0.564,0.658
02M124,P.S. 124 Yung Wing,2018-19,675,59,95,106,116,106,100,93,0,0,0,0,0,0,0,336,0.498,339,0.502,631,0.935,0,0,14,0.021,20,0.03,10,0.015,86,0.127,172,0.255,354,0.524,0.599
02M126,P.S. 126 Jacob August Riis,2014-15,811,38,79,76,78,64,60,73,112,113,118,0,0,0,0,404,0.498,407,0.502,450,0.555,92,0.113,177,0.218,15,0.018,77,0.095,136,0.168,172,0.212,640,0.789,0.72
02M126,P.S. 126 Jacob August Riis,2015-16,759,31,58,73,70,76,57,55,121,109,109,0,0,0,0,363,0.478,396,0.522,445,0.586,84,0.111,157,0.207,15,0.02,58,0.076,141,0.186,130,0.171,608,0.801,0.719
02M126,P.S. 126 Jacob August Riis,2016-17,791,45,58,61,72,70,83,58,118,116,110,0,0,0,0,370,0.468,421,0.532,471,0.595,78,0.099,159,0.201,21,0.027,62,0.078,145,0.183,140,0.177,630,0.796,0.707
02M126,P.S. 126 Jacob August Riis,2017-18,784,29,72,59,59,72,67,81,121,111,113,0,0,0,0,361,0.46,423,0.54,487,0.621,73,0.093,141,0.18,21,0.027,62,0.079,152,0.194,131,0.167,627,0.8,0.78
02M126,P.S. 126 Jacob August Riis,2018-19,712,21,53,66,57,55,62,61,115,114,108,0,0,0,0,338,0.475,374,0.525,458,0.643,62,0.087,122,0.171,23,0.032,47,0.066,148,0.208,105,0.147,544,0.764,0.753
02M130,P.S. 130 Hernando De Soto,2014-15,999,18,163,181,175,177,141,144,0,0,0,0,0,0,0,479,0.479,520,0.521,874,0.875,10,0.01,44,0.044,26,0.026,45,0.045,128,0.128,170,0.17,489,0.489,0.602
02M130,P.S. 130 Hernando De Soto,2015-16,970,18,118,162,178,170,184,140,0,0,0,0,0,0,0,470,0.485,500,0.515,853,0.879,9,0.009,49,0.051,26,0.027,33,0.034,127,0.131,126,0.13,470,0.485,0.596
02M130,P.S. 130 Hernando De Soto,2016-17,962,36,112,125,160,177,171,181,0,0,0,0,0,0,0,473,0.492,489,0.508,849,0.883,10,0.01,46,0.048,25,0.026,32,0.033,147,0.153,141,0.147,444,0.462,0.586
02M130,P.S. 130 Hernando De Soto,2017-18,913,36,139,116,125,156,175,166,0,0,0,0,0,0,0,436,0.478,477,0.522,798,0.874,9,0.01,44,0.048,32,0.035,30,0.033,131,0.143,143,0.157,442,0.484,0.605
02M130,P.S. 130 Hernando De Soto,2018-19,858,35,119,138,116,119,156,175,0,0,0,0,0,0,0,405,0.472,453,0.528,749,0.873,7,0.008,48,0.056,30,0.035,24,0.028,139,0.162,137,0.16,385,0.449,0.545
02M131,M.S. 131,2014-15,406,0,0,0,0,0,0,0,135,123,148,0,0,0,0,191,0.47,215,0.53,325,0.8,33,0.081,47,0.116,0,0,1,0.002,110,0.271,170,0.419,387,0.953,0.825
02M131,M.S. 131,2015-16,420,0,0,0,0,0,0,0,111,166,143,0,0,0,0,185,0.44,235,0.56,324,0.771,34,0.081,60,0.143,0,0,2,0.005,115,0.274,145,0.345,401,0.955,0.8
02M131,M.S. 131,2016-17,457,0,0,0,0,0,0,0,162,125,170,0,0,0,0,193,0.422,264,0.578,382,0.836,26,0.057,43,0.094,3,0.007,3,0.007,110,0.241,156,0.341,428,0.937,0.78
