DBN_,Economic Need Index_2019-20,Economic Need Index_2020-21,Economic Need Index_2021-22,Total Enrollment_2019-20,Total Enrollment_2020-21,Total Enrollment_2021-22,District_,Borough_
09X022,0.95,0.95,0.95,389.0,354.0,314.0,09,X
09X028,0.95,0.9490000000000001,0.9420000000000001,700.0,628.0,605.0,09,X
09X035,0.9279999999999999,0.929,0.917,531.0,485.0,456.0,09,X
09X042,0.95,0.95,0.9420000000000001,371.0,341.0,312.0,09,X
09X053,0.95,0.95,0.95,899.0,844.0,719.0,09,X
09X055,0.95,0.95,0.95,611.0,543.0,513.0,09,X
09X058,0.95,0.95,0.948,394.0,347.0,334.0,09,X
09X063,0.9440000000000001,0.9470000000000001,0.937,532.0,501.0,467.0,09,X
09X070,0.95,0.95,0.95,1031.0,915.0,829.0,09,X
09X073,0.946,0.95,0.915,567.0,405.0,313.0,09,X
09X088,0.95,0.95,0.94,123.0,98.0,87.0,09,X
09X109,0.9329999999999999,0.9329999999999999,0.922,572.0,532.0,490.0,09,X
09X110,0.95,0.95,0.95,400.0,354.0,343.0,09,X
09X114,0.9420000000000001,0.9470000000000001,0.917,671.0,590.0,549.0,09,X
09X117,0.95,0.95,0.9359999999999999,443.0,405.0,387.0,09,X
09X126,0.95,0.95,0.94,577.0,549.0,518.0,09,X
09X128,0.922,0.9079999999999999,0.93,340.0,354.0,325.0,09,X
09X132,0.95,0.95,0.948,379.0,345.0,351.0,09,X
09X163,0.95,0.95,0.9420000000000001,428.0,369.0,290.0,09,X
09X170,0.892,0.9209999999999999,0.879,218.0,221.0,192.0,09,X
09X199,0.94,0.9440000000000001,0.937,663.0,605.0,533.0,09,X
09X204,0.922,0.92,0.9059999999999999,621.0,619.0,543.0,09,X
09X215,0.9470000000000001,0.95,0.95,337.0,317.0,282.0,09,X
09X218,0.93,0.938,0.948,1043.0,1000.0,890.0,09,X
09X219,0.95,0.95,0.95,330.0,285.0,242.0,09,X
09X227,0.929,0.9129999999999999,0.9159999999999999,350.0,387.0,400.0,09,X
09X229,0.95,0.95,0.95,241.0,201.0,181.0,09,X
09X231,0.826,0.85,0.846,494.0,485.0,473.0,09,X
09X232,0.95,0.95,0.95,457.0,376.0,323.0,09,X
09X236,0.9159999999999999,0.93,0.919,317.0,287.0,232.0,09,X
09X241,0.9259999999999999,0.929,0.9279999999999999,599.0,613.0,595.0,09,X
09X250,0.889,0.87,0.9059999999999999,393.0,397.0,369.0,09,X
09X252,0.9329999999999999,0.919,0.9259999999999999,356.0,347.0,339.0,09,X
09X260,0.8270000000000001,0.845,0.872,441.0,436.0,403.0,09,X
09X263,0.9420000000000001,0.943,0.925,359.0,339.0,285.0,09,X
09X274,0.95,0.95,0.95,624.0,509.0,437.0,09,X
09X294,0.95,0.937,0.935,476.0,443.0,401.0,09,X
09X297,0.9440000000000001,0.9279999999999999,0.924,432.0,472.0,453.0,09,X
09X303,0.9470000000000001,0.919,0.9390000000000001,315.0,328.0,310.0,09,X
09X311,0.95,0.95,0.9440000000000001,359.0,323.0,273.0,09,X
09X313,0.95,0.95,0.9470000000000001,268.0,239.0,211.0,09,X
09X323,0.95,0.95,0.95,383.0,330.0,308.0,09,X
09X324,0.9079999999999999,0.919,0.912,466.0,503.0,473.0,09,X
09X327,0.922,0.925,0.919,708.0,701.0,669.0,09,X
09X328,0.95,0.95,0.95,320.0,315.0,230.0,09,X
09X329,0.948,0.945,0.95,271.0,331.0,324.0,09,X
09X339,0.95,0.95,0.95,422.0,315.0,214.0,09,X
09X350,0.95,0.941,0.95,197.0,142.0,139.0,09,X
09X361,0.95,0.95,0.95,380.0,384.0,385.0,09,X
09X365,0.95,0.95,0.95,331.0,370.0,381.0,09,X
09X403,0.95,0.95,0.95,375.0,339.0,333.0,09,X
09X404,0.95,0.95,0.95,249.0,195.0,111.0,09,X
09X412,0.95,0.95,0.95,303.0,333.0,344.0,09,X
09X413,0.897,0.909,0.912,427.0,493.0,483.0,09,X
09X443,0.95,0.9470000000000001,0.9390000000000001,537.0,497.0,415.0,09,X
09X449,0.929,0.9259999999999999,0.917,427.0,415.0,373.0,09,X
09X454,0.893,0.9129999999999999,0.905,426.0,404.0,365.0,09,X
09X457,0.94,0.95,0.9329999999999999,521.0,509.0,471.0,09,X
09X505,0.8909999999999999,0.897,0.9079999999999999,740.0,754.0,715.0,09,X
09X517,0.935,0.9329999999999999,0.927,333.0,302.0,255.0,09,X
09X525,0.95,0.95,0.95,466.0,394.0,350.0,09,X
09X543,0.943,0.9420000000000001,0.9279999999999999,225.0,219.0,167.0,09,X
09X555,0.892,0.893,0.888,429.0,421.0,419.0,09,X
09X564,0.95,0.95,0.95,363.0,332.0,334.0,09,X
09X568,0.8390000000000001,0.851,0.845,537.0,554.0,539.0,09,X
09X582,0.7909999999999999,0.8320000000000001,0.836,95.0,73.0,91.0,09,X
09X593,0.929,0.934,0.9229999999999999,96.0,138.0,144.0,09,X
09X594,0.9279999999999999,0.938,0.907,252.0,241.0,193.0,09,X
10X003,0.91,0.917,0.861,329.0,336.0,316.0,10,X
10X007,0.778,0.775,0.7879999999999999,604.0,494.0,423.0,10,X
10X008,0.88,0.89,0.883,897.0,842.0,726.0,10,X
10X009,0.95,0.95,0.946,815.0,759.0,660.0,10,X
10X015,0.879,0.866,0.8490000000000001,485.0,463.0,407.0,10,X
10X020,0.9059999999999999,0.91,0.9079999999999999,907.0,857.0,789.0,10,X
10X023,0.95,0.948,0.943,441.0,399.0,368.0,10,X
10X024,0.278,0.301,0.326,844.0,795.0,715.0,10,X
10X032,0.95,0.95,0.94,728.0,672.0,625.0,10,X
10X033,0.95,0.95,0.93,848.0,746.0,756.0,10,X
10X037,0.899,0.894,0.8859999999999999,626.0,577.0,504.0,10,X
10X045,0.937,0.948,0.943,708.0,693.0,563.0,10,X
10X046,0.9390000000000001,0.935,0.917,823.0,735.0,689.0,10,X
10X051,0.872,0.9079999999999999,0.872,206.0,191.0,176.0,10,X
10X054,0.938,0.9470000000000001,0.924,454.0,433.0,375.0,10,X
10X056,0.914,0.893,0.8859999999999999,682.0,677.0,629.0,10,X
10X059,0.95,0.95,0.95,524.0,476.0,429.0,10,X
10X077,0.894,0.879,0.853,507.0,504.0,501.0,10,X
10X080,0.9209999999999999,0.919,0.9259999999999999,641.0,596.0,571.0,10,X
10X081,0.424,0.43,0.38299999999999995,765.0,733.0,686.0,10,X
10X085,0.95,0.95,0.9490000000000001,842.0,770.0,725.0,10,X
10X086,0.946,0.941,0.934,1641.0,1523.0,1347.0,10,X
10X091,0.9490000000000001,0.95,0.95,598.0,528.0,443.0,10,X
10X094,0.941,0.922,0.91,1160.0,1059.0,930.0,10,X
10X095,0.8909999999999999,0.879,0.88,1143.0,1038.0,962.0,10,X
10X118,0.914,0.9109999999999999,0.915,1047.0,956.0,770.0,10,X
10X141,0.521,0.53,0.505,1540.0,1567.0,1435.0,10,X
10X159,0.945,0.9259999999999999,0.937,194.0,155.0,154.0,10,X
10X205,0.95,0.95,0.9440000000000001,904.0,794.0,687.0,10,X
10X206,0.95,0.95,0.95,270.0,254.0,208.0,10,X
10X207,0.892,0.9009999999999999,0.8809999999999999,371.0,399.0,341.0,10,X
10X209,0.9420000000000001,0.9359999999999999,0.907,274.0,253.0,222.0,10,X
10X213,0.887,0.8759999999999999,0.877,395.0,371.0,381.0,10,X
10X225,0.889,0.9,0.897,523.0,548.0,552.0,10,X
10X226,0.945,0.937,0.899,412.0,364.0,354.0,10,X
10X228,0.863,0.853,0.84,267.0,270.0,268.0,10,X
10X237,0.8740000000000001,0.877,0.894,383.0,385.0,329.0,10,X
10X243,0.9359999999999999,0.927,0.929,614.0,647.0,654.0,10,X
10X244,0.905,0.917,0.905,718.0,679.0,642.0,10,X
10X246,0.95,0.948,0.9279999999999999,630.0,582.0,540.0,10,X
10X254,0.937,0.938,0.917,468.0,472.0,454.0,10,X
10X264,0.833,0.856,0.853,396.0,431.0,438.0,10,X
10X268,0.95,0.95,0.95,434.0,363.0,285.0,10,X
10X279,0.95,0.95,0.95,952.0,890.0,778.0,10,X
10X280,0.915,0.912,0.9129999999999999,802.0,737.0,718.0,10,X
10X284,0.907,0.9109999999999999,0.89,392.0,354.0,317.0,10,X
10X291,0.934,0.9259999999999999,0.917,576.0,534.0,447.0,10,X
10X306,0.95,0.946,0.927,605.0,548.0,475.0,10,X
10X307,0.892,0.907,0.909,301.0,280.0,250.0,10,X
10X308,0.894,0.885,0.875,261.0,265.0,251.0,10,X
10X310,0.9159999999999999,0.8959999999999999,0.895,655.0,575.0,512.0,10,X
10X315,0.92,0.893,0.898,228.0,224.0,202.0,10,X
10X319,0.9179999999999999,0.945,0.9470000000000001,237.0,178.0,165.0,10,X
10X331,0.934,0.9390000000000001,0.919,441.0,450.0,411.0,10,X
10X340,0.9129999999999999,0.9309999999999999,0.924,574.0,525.0,468.0,10,X
10X342,0.95,0.95,0.946,508.0,532.0,490.0,10,X
10X344,0.511,0.49700000000000005,0.483,388.0,368.0,341.0,10,X
10X351,0.872,0.875,0.893,561.0,554.0,505.0,10,X
10X353,0.838,0.847,0.872,583.0,603.0,584.0,10,X
10X360,0.9059999999999999,0.892,0.8590000000000001,389.0,357.0,346.0,10,X
10X363,0.9440000000000001,0.9490000000000001,0.935,889.0,803.0,726.0,10,X
10X368,0.828,0.831,0.84,1000.0,997.0,954.0,10,X
10X374,0.883,0.87,0.8740000000000001,421.0,401.0,376.0,10,X
10X382,0.95,0.95,0.95,278.0,273.0,242.0,10,X
10X386,0.95,0.95,0.9390000000000001,578.0,514.0,464.0,10,X
10X390,0.9470000000000001,0.92,0.925,550.0,547.0,470.0,10,X
10X391,0.95,0.95,0.95,467.0,407.0,358.0,10,X
10X396,0.9390000000000001,0.905,0.895,294.0,271.0,246.0,10,X
10X397,0.95,0.95,0.95,316.0,270.0,268.0,10,X
10X433,0.9209999999999999,0.919,0.902,414.0,408.0,390.0,10,X
10X434,0.865,0.873,0.868,389.0,399.0,391.0,10,X
10X437,0.8190000000000001,0.7829999999999999,0.77,369.0,399.0,396.0,10,X
10X438,0.935,0.9179999999999999,0.9079999999999999,373.0,413.0,414.0,10,X
10X439,0.8909999999999999,0.879,0.884,406.0,408.0,400.0,10,X
10X440,0.865,0.871,0.858,975.0,964.0,1020.0,10,X
10X442,0.804,0.785,0.76,441.0,456.0,427.0,10,X
10X445,0.41100000000000003,0.40700000000000003,0.406,2981.0,2936.0,2983.0,10,X
10X447,0.95,0.95,0.941,455.0,453.0,432.0,10,X
10X477,0.871,0.863,0.865,442.0,444.0,427.0,10,X
10X524,0.95,0.95,0.95,338.0,304.0,325.0,10,X
10X535,0.894,0.89,0.764,428.0,282.0,386.0,10,X
10X546,0.898,0.909,0.9059999999999999,328.0,314.0,280.0,10,X
10X549,0.9129999999999999,0.915,0.9129999999999999,449.0,466.0,419.0,10,X
10X565,0.9109999999999999,0.912,0.917,382.0,417.0,413.0,10,X
10X696,0.276,0.31,0.344,382.0,382.0,407.0,10,X
11X016,0.851,0.83,0.804,322.0,293.0,278.0,11,X
11X019,0.457,0.431,0.419,525.0,536.0,596.0,11,X
11X021,0.902,0.89,0.887,600.0,546.0,493.0,11,X
11X041,0.914,0.9179999999999999,0.912,816.0,723.0,662.0,11,X
11X068,0.758,0.738,0.731,576.0,520.0,446.0,11,X
11X076,0.8540000000000001,0.848,0.826,839.0,796.0,693.0,11,X
11X078,0.8540000000000001,0.8590000000000001,0.8320000000000001,756.0,696.0,607.0,11,X
11X083,0.755,0.769,0.757,1623.0,1587.0,1624.0,11,X
11X087,0.748,0.763,0.773,513.0,445.0,351.0,11,X
11X089,0.8590000000000001,0.8370000000000001,0.84,1505.0,1409.0,1275.0,11,X
11X096,0.856,0.828,0.8420000000000001,848.0,861.0,830.0,11,X
11X097,0.6859999999999999,0.6920000000000001,0.6890000000000001,596.0,503.0,522.0,11,X
11X103,0.903,0.909,0.883,948.0,841.0,751.0,11,X
11X105,0.89,0.889,0.8640000000000001,972.0,893.0,737.0,11,X
11X106,0.809,0.836,0.8029999999999999,1067.0,963.0,901.0,11,X
11X108,0.627,0.595,0.562,570.0,542.0,516.0,11,X
11X111,0.9059999999999999,0.904,0.8859999999999999,603.0,500.0,483.0,11,X
11X112,0.9259999999999999,0.919,0.903,399.0,368.0,377.0,11,X
11X121,0.7559999999999999,0.753,0.7340000000000001,782.0,699.0,580.0,11,X
11X127,0.8190000000000001,0.823,0.8079999999999999,814.0,873.0,808.0,11,X
11X144,0.821,0.8140000000000001,0.7979999999999999,447.0,432.0,398.0,11,X
11X153,0.5710000000000001,0.591,0.6779999999999999,610.0,540.0,457.0,11,X
11X160,0.59,0.597,0.607,389.0,350.0,328.0,11,X
11X169,0.733,0.7290000000000001,0.726,416.0,379.0,328.0,11,X
11X175,0.529,0.513,0.531,300.0,287.0,242.0,11,X
11X178,0.648,0.64,0.6890000000000001,358.0,349.0,328.0,11,X
11X180,0.595,0.618,0.6579999999999999,1045.0,984.0,846.0,11,X
11X181,0.677,0.693,0.6990000000000001,881.0,852.0,742.0,11,X
11X189,0.855,0.845,0.818,368.0,315.0,294.0,11,X
11X194,0.88,0.885,0.858,1269.0,1182.0,1149.0,11,X
11X249,0.716,0.752,0.7909999999999999,287.0,334.0,364.0,11,X
11X253,0.86,0.863,0.872,301.0,271.0,235.0,11,X
11X265,0.917,0.9059999999999999,0.8909999999999999,343.0,302.0,252.0,11,X
11X270,0.805,0.809,0.7979999999999999,363.0,359.0,383.0,11,X
11X275,0.84,0.8390000000000001,0.8340000000000001,543.0,498.0,501.0,11,X
11X287,0.898,0.915,0.9009999999999999,513.0,423.0,377.0,11,X
11X288,0.7440000000000001,0.747,0.746,569.0,587.0,567.0,11,X
11X290,0.879,0.889,0.897,359.0,383.0,363.0,11,X
11X299,0.779,0.779,0.779,483.0,484.0,450.0,11,X
11X326,0.863,0.862,0.866,415.0,406.0,360.0,11,X
11X355,0.871,0.865,0.8190000000000001,313.0,301.0,263.0,11,X
11X357,0.807,0.768,0.747,430.0,401.0,368.0,11,X
11X370,0.875,0.889,0.8490000000000001,463.0,437.0,389.0,11,X
11X418,0.8220000000000001,0.8420000000000001,0.8420000000000001,440.0,479.0,442.0,11,X
11X455,0.785,0.792,0.8009999999999999,2172.0,2229.0,2120.0,11,X
11X462,0.815,0.8,0.81,252.0,235.0,200.0,11,X
11X468,0.857,0.855,0.846,351.0,324.0,278.0,11,X
11X481,0.8370000000000001,0.838,0.825,267.0,279.0,286.0,11,X
11X483,0.799,0.809,0.7859999999999999,213.0,250.0,243.0,11,X
11X498,0.7440000000000001,0.733,0.7340000000000001,656.0,637.0,584.0,11,X
11X508,0.8140000000000001,0.812,0.846,448.0,459.0,411.0,11,X
11X509,0.95,0.95,0.95,366.0,369.0,345.0,11,X
11X513,0.95,0.9420000000000001,0.924,365.0,357.0,318.0,11,X
11X514,0.805,0.807,0.8079999999999999,354.0,353.0,334.0,11,X
11X529,0.785,0.7709999999999999,0.767,329.0,339.0,320.0,11,X
11X532,0.871,0.865,0.813,288.0,277.0,289.0,11,X
11X542,0.772,0.774,0.768,495.0,502.0,496.0,11,X
11X544,0.9109999999999999,0.899,0.898,362.0,322.0,303.0,11,X
11X545,0.9009999999999999,0.912,0.848,263.0,206.0,171.0,11,X
11X556,0.879,0.879,0.857,408.0,391.0,389.0,11,X
11X566,0.802,0.843,0.815,435.0,420.0,330.0,11,X
11X567,0.851,0.848,0.852,388.0,368.0,350.0,11,X
12X006,0.95,0.95,0.95,525.0,510.0,467.0,12,X
12X044,0.95,0.95,0.945,264.0,246.0,227.0,12,X
12X047,0.9229999999999999,0.919,0.8959999999999999,1019.0,941.0,846.0,12,X
12X057,0.9420000000000001,0.948,0.9470000000000001,544.0,472.0,414.0,12,X
12X061,0.95,0.95,0.94,264.0,255.0,241.0,12,X
12X066,0.95,0.943,0.9259999999999999,539.0,518.0,487.0,12,X
12X067,0.95,0.95,0.95,433.0,368.0,349.0,12,X
12X098,0.932,0.9420000000000001,0.903,251.0,185.0,154.0,12,X
12X129,0.95,0.95,0.95,514.0,486.0,384.0,12,X
12X134,0.9440000000000001,0.94,0.919,574.0,507.0,443.0,12,X
12X150,0.937,0.94,0.9259999999999999,704.0,616.0,538.0,12,X
12X190,0.945,0.937,0.9390000000000001,272.0,270.0,229.0,12,X
12X195,0.95,0.95,0.9159999999999999,872.0,789.0,800.0,12,X
12X196,0.9390000000000001,0.941,0.9229999999999999,815.0,747.0,730.0,12,X
12X211,0.943,0.95,0.935,512.0,456.0,408.0,12,X
12X214,0.9229999999999999,0.934,0.9279999999999999,1083.0,987.0,934.0,12,X
12X217,0.9490000000000001,0.945,0.9470000000000001,343.0,304.0,270.0,12,X
12X242,0.9079999999999999,0.92,0.9129999999999999,662.0,674.0,675.0,12,X
12X248,0.95,0.95,0.919,273.0,164.0,134.0,12,X
12X251,0.9329999999999999,0.922,0.929,314.0,331.0,329.0,12,X
12X267,0.907,0.925,0.922,531.0,548.0,517.0,12,X
12X271,0.943,0.9440000000000001,0.9329999999999999,647.0,661.0,564.0,12,X
12X273,0.95,0.95,0.95,182.0,204.0,230.0,12,X
12X286,0.9129999999999999,0.9279999999999999,0.9229999999999999,284.0,274.0,267.0,12,X
12X300,0.95,0.95,0.9329999999999999,550.0,511.0,454.0,12,X
12X314,0.95,0.95,0.93,279.0,240.0,213.0,12,X
12X316,0.9259999999999999,0.9259999999999999,0.9309999999999999,363.0,359.0,315.0,12,X
12X318,0.9470000000000001,0.95,0.9490000000000001,226.0,183.0,162.0,12,X
12X341,0.95,0.95,0.934,384.0,308.0,284.0,12,X
12X383,0.917,0.927,0.9109999999999999,349.0,377.0,370.0,12,X
12X388,0.95,0.95,0.95,426.0,372.0,307.0,12,X
12X446,0.914,0.905,0.912,175.0,171.0,171.0,12,X
12X458,0.875,0.8420000000000001,0.841,287.0,277.0,255.0,12,X
12X463,0.95,0.95,0.9359999999999999,292.0,389.0,352.0,12,X
12X478,0.872,0.868,0.865,355.0,363.0,348.0,12,X
12X479,0.9470000000000001,0.946,0.935,275.0,263.0,263.0,12,X
12X480,0.907,0.917,0.945,183.0,137.0,107.0,12,X
12X511,0.927,0.9309999999999999,0.9329999999999999,393.0,400.0,343.0,12,X
12X521,0.899,0.925,0.93,422.0,457.0,454.0,12,X
12X531,0.9179999999999999,0.9129999999999999,0.9,441.0,395.0,351.0,12,X
12X536,0.8959999999999999,0.882,0.912,390.0,349.0,318.0,12,X
12X550,0.95,0.95,0.95,421.0,309.0,316.0,12,X
12X595,0.937,0.95,0.9390000000000001,191.0,223.0,276.0,12,X
12X626,,0.853,0.64,,7.0,70.0,12,X
12X682,0.925,0.93,0.9259999999999999,463.0,478.0,464.0,12,X
12X684,0.929,0.927,0.912,394.0,345.0,282.0,12,X
12X691,0.877,0.9079999999999999,0.902,318.0,306.0,319.0,12,X
13K003,0.88,0.882,0.807,302.0,257.0,254.0,13,K
13K008,0.09699999999999999,0.131,0.11900000000000001,688.0,605.0,576.0,13,K
13K009,0.389,0.364,0.385,937.0,852.0,723.0,13,K
13K011,0.424,0.40700000000000003,0.385,949.0,856.0,830.0,13,K
13K020,0.496,0.457,0.396,539.0,521.0,611.0,13,K
13K044,0.9390000000000001,0.9159999999999999,0.8590000000000001,124.0,125.0,137.0,13,K
13K046,0.823,0.858,0.769,251.0,217.0,229.0,13,K
13K054,0.826,0.855,0.8,202.0,177.0,162.0,13,K
13K056,0.562,0.53,0.449,280.0,275.0,253.0,13,K
13K067,0.95,0.95,0.9440000000000001,222.0,212.0,196.0,13,K
13K093,0.9279999999999999,0.9079999999999999,0.868,185.0,175.0,164.0,13,K
13K113,0.904,0.875,0.8490000000000001,333.0,324.0,268.0,13,K
13K133,0.441,0.45399999999999996,0.456,726.0,664.0,601.0,13,K
13K256,0.889,0.879,0.838,214.0,197.0,212.0,13,K
13K265,0.893,0.905,0.902,301.0,320.0,295.0,13,K
13K266,0.762,0.792,0.79,166.0,148.0,109.0,13,K
13K270,0.915,0.907,0.868,94.0,97.0,103.0,13,K
13K282,0.46299999999999997,0.42700000000000005,0.389,584.0,466.0,482.0,13,K
13K287,0.929,0.904,0.852,117.0,119.0,130.0,13,K
13K301,0.884,0.882,0.887,88.0,82.0,75.0,13,K
13K307,0.764,0.763,0.782,367.0,322.0,323.0,13,K
13K313,0.5770000000000001,0.5529999999999999,0.594,284.0,283.0,265.0,13,K
13K350,0.861,0.878,0.84,193.0,176.0,167.0,13,K
13K351,0.872,0.8190000000000001,0.82,172.0,187.0,199.0,13,K
13K412,0.845,0.8320000000000001,0.821,451.0,547.0,527.0,13,K
13K419,0.778,0.76,0.7709999999999999,591.0,573.0,522.0,13,K
13K430,0.5329999999999999,0.519,0.51,6040.0,5921.0,5958.0,13,K
13K439,0.95,0.95,0.95,338.0,345.0,327.0,13,K
13K483,0.748,0.787,0.7879999999999999,445.0,460.0,452.0,13,K
13K492,0.3,0.41,0.391,523.0,657.0,673.0,13,K
13K527,0.831,0.821,0.821,475.0,497.0,472.0,13,K
13K553,0.897,0.883,0.863,146.0,142.0,123.0,13,K
13K594,0.841,0.831,0.82,152.0,172.0,207.0,13,K
13K595,0.639,0.5920000000000001,0.585,392.0,396.0,380.0,13,K
13K605,0.782,0.7829999999999999,0.797,753.0,714.0,643.0,13,K
13K616,0.89,0.888,0.922,177.0,146.0,132.0,13,K
13K670,0.7070000000000001,0.69,0.7,815.0,887.0,831.0,13,K
13K674,0.665,0.665,0.674,433.0,465.0,461.0,13,K
13K691,0.889,0.812,0.73,209.0,190.0,165.0,13,K
13K869,0.122,0.14300000000000002,0.14800000000000002,72.0,66.0,58.0,13,K
13K915,0.409,0.365,0.36200000000000004,278.0,298.0,290.0,13,K
14K016,0.95,0.9309999999999999,0.898,193.0,179.0,190.0,14,K
14K017,0.75,0.7440000000000001,0.7759999999999999,300.0,264.0,217.0,14,K
14K018,0.846,0.836,0.787,184.0,192.0,200.0,14,K
14K023,0.9440000000000001,0.937,0.8959999999999999,272.0,230.0,259.0,14,K
14K031,0.638,0.616,0.57,619.0,578.0,543.0,14,K
14K034,0.369,0.332,0.322,479.0,432.0,401.0,14,K
14K050,0.882,0.851,0.8340000000000001,326.0,337.0,313.0,14,K
14K059,0.932,0.95,0.93,325.0,297.0,285.0,14,K
14K071,0.938,0.924,0.917,482.0,503.0,504.0,14,K
14K084,0.583,0.589,0.5870000000000001,729.0,698.0,612.0,14,K
14K110,0.311,0.29,0.297,594.0,527.0,486.0,14,K
14K120,0.915,0.899,0.866,368.0,347.0,332.0,14,K
14K126,0.884,0.882,0.856,328.0,271.0,223.0,14,K
14K132,0.49,0.499,0.488,713.0,685.0,617.0,14,K
14K147,0.706,0.7020000000000001,0.799,358.0,305.0,214.0,14,K
14K157,0.883,0.852,0.825,399.0,324.0,298.0,14,K
14K196,0.87,0.868,0.8320000000000001,309.0,288.0,319.0,14,K
14K250,0.872,0.8590000000000001,0.861,407.0,358.0,314.0,14,K
14K257,0.9,0.9009999999999999,0.889,547.0,521.0,476.0,14,K
14K297,0.946,0.9309999999999999,0.877,207.0,200.0,208.0,14,K
14K318,0.7070000000000001,0.662,0.652,1267.0,1266.0,1155.0,14,K
14K319,0.7140000000000001,0.6659999999999999,0.643,125.0,111.0,114.0,14,K
14K380,0.887,0.852,0.847,534.0,487.0,423.0,14,K
14K414,0.575,0.575,0.521,610.0,571.0,540.0,14,K
14K449,0.568,0.5770000000000001,0.546,785.0,808.0,843.0,14,K
14K454,0.8690000000000001,0.831,0.8059999999999999,310.0,385.0,401.0,14,K
14K474,0.924,0.907,0.888,633.0,548.0,428.0,14,K
14K477,0.903,0.894,0.903,291.0,327.0,410.0,14,K
14K478,0.855,0.861,0.862,776.0,692.0,544.0,14,K
14K488,0.7879999999999999,0.7809999999999999,0.779,532.0,521.0,549.0,14,K
14K558,0.731,0.7390000000000001,0.763,587.0,607.0,588.0,14,K
14K561,0.797,0.7879999999999999,0.769,692.0,719.0,701.0,14,K
14K577,0.621,0.625,0.634,476.0,472.0,440.0,14,K
14K582,0.883,0.894,0.872,329.0,350.0,327.0,14,K
14K586,0.92,0.9329999999999999,0.912,431.0,408.0,396.0,14,K
14K610,0.83,0.847,0.815,304.0,337.0,354.0,14,K
14K614,0.8390000000000001,0.852,0.86,385.0,371.0,345.0,14,K
14K685,0.9179999999999999,0.922,0.8909999999999999,226.0,223.0,214.0,14,K
15K001,0.8909999999999999,0.868,0.857,1087.0,948.0,845.0,15,K
15K010,0.3,0.308,0.292,956.0,868.0,831.0,15,K
15K015,0.769,0.792,0.774,473.0,423.0,390.0,15,K
15K024,0.887,0.88,0.847,590.0,543.0,518.0,15,K
15K029,0.12300000000000001,0.12300000000000001,0.106,931.0,812.0,727.0,15,K
15K032,0.44799999999999995,0.41600000000000004,0.4,446.0,468.0,454.0,15,K
15K038,0.494,0.48100000000000004,0.46,590.0,547.0,515.0,15,K
15K039,0.172,0.157,0.171,417.0,396.0,344.0,15,K
15K051,0.441,0.503,0.557,1150.0,1143.0,1077.0,15,K
15K058,0.135,0.129,0.132,1002.0,860.0,738.0,15,K
15K088,0.742,0.69,0.609,1418.0,1392.0,1145.0,15,K
15K094,0.95,0.937,0.9079999999999999,1216.0,1131.0,1007.0,15,K
15K107,0.10099999999999999,0.084,0.076,567.0,495.0,477.0,15,K
15K118,0.162,0.156,0.13699999999999998,340.0,273.0,220.0,15,K
15K124,0.691,0.7120000000000001,0.7,282.0,273.0,303.0,15,K
15K130,0.44,0.41700000000000004,0.38,876.0,855.0,854.0,15,K
15K131,0.915,0.9,0.871,845.0,745.0,652.0,15,K
15K136,0.894,0.867,0.8440000000000001,509.0,487.0,501.0,15,K
15K146,0.386,0.381,0.364,722.0,719.0,659.0,15,K
15K154,0.174,0.18899999999999997,0.19899999999999998,534.0,438.0,423.0,15,K
15K169,0.937,0.9179999999999999,0.898,1261.0,1213.0,1049.0,15,K
15K172,0.7,0.68,0.638,580.0,565.0,519.0,15,K
15K230,0.7709999999999999,0.755,0.735,1103.0,1054.0,1018.0,15,K
15K261,0.353,0.35200000000000004,0.342,784.0,691.0,616.0,15,K
15K295,0.483,0.469,0.461,439.0,364.0,286.0,15,K
15K321,0.073,0.076,0.067,1379.0,1213.0,1220.0,15,K
15K423,0.8190000000000001,0.7829999999999999,0.823,186.0,179.0,137.0,15,K
15K429,0.7829999999999999,0.732,0.698,285.0,342.0,331.0,15,K
15K442,0.363,0.35600000000000004,0.396,336.0,357.0,333.0,15,K
15K443,0.415,0.469,0.524,573.0,569.0,525.0,15,K
15K447,0.376,0.41600000000000004,0.43700000000000006,549.0,539.0,525.0,15,K
15K448,0.672,0.649,0.61,640.0,690.0,680.0,15,K
15K462,0.787,0.8059999999999999,0.7709999999999999,439.0,494.0,472.0,15,K
15K463,0.8190000000000001,0.841,0.8540000000000001,270.0,239.0,270.0,15,K
15K464,0.626,0.617,0.61,668.0,687.0,617.0,15,K
15K497,0.48200000000000004,0.509,0.491,812.0,778.0,776.0,15,K
15K516,0.8240000000000001,0.789,0.77,466.0,445.0,394.0,15,K
15K519,0.8340000000000001,0.812,0.79,512.0,479.0,414.0,15,K
15K529,0.833,0.84,0.813,243.0,206.0,173.0,15,K
15K592,0.9179999999999999,0.9209999999999999,0.914,189.0,160.0,140.0,15,K
15K656,0.6629999999999999,0.623,0.599,930.0,954.0,973.0,15,K
15K667,0.887,0.872,0.868,1239.0,1306.0,1369.0,15,K
15K676,0.95,0.9490000000000001,0.95,107.0,95.0,96.0,15,K
15K684,0.42700000000000005,0.413,0.45399999999999996,684.0,691.0,672.0,15,K
15K698,0.9109999999999999,0.9109999999999999,0.937,177.0,181.0,164.0,15,K
15K767,0.40299999999999997,0.38799999999999996,0.299,162.0,128.0,133.0,15,K
