Geographic Subdivision,Student Category,Performance Level,Percentage
QUEENS,Black,Pct Level 4,8.4
QUEENS,Hispanic,Pct Level 4,9.3
QUEENS,Multi-Racial,Pct Level 4,31.2
QUEENS,Native American,Pct Level 4,12.2
QUEENS,White,Pct Level 4,24.3
QUEENS,Asian,Pct Level 4,25.8
QUEENS,Black,Pct Level 4,7.0
QUEENS,Hispanic,Pct Level 4,8.3
QUEENS,Multi-Racial,Pct Level 4,27.0
QUEENS,Native American,Pct Level 4,11.2
QUEENS,White,Pct Level 4,22.3
QUEENS,Asian,Pct Level 4,20.4
QUEENS,Black,Pct Level 4,4.7
QUEENS,Hispanic,Pct Level 4,5.6
QUEENS,Multi-Racial,Pct Level 4,24.6
QUEENS,Native American,Pct Level 4,8.4
QUEENS,White,Pct Level 4,16.4
QUEENS,Asian,Pct Level 4,18.4
QUEENS,Black,Pct Level 4,4.2
QUEENS,Hispanic,Pct Level 4,4.8
QUEENS,Multi-Racial,Pct Level 4,22.6
QUEENS,Native American,Pct Level 4,7.3
QUEENS,White,Pct Level 4,15.4
QUEENS,Asian,Pct Level 4,17.5
QUEENS,Black,Pct Level 4,3.6
QUEENS,Hispanic,Pct Level 4,4.4
QUEENS,Multi-Racial,Pct Level 4,19.4
QUEENS,Native American,Pct Level 4,4.9
QUEENS,White,Pct Level 4,14.4
STATEN ISLAND,Asian,Pct Level 4,38.6
STATEN ISLAND,Black,Pct Level 4,11.6
STATEN ISLAND,Hispanic,Pct Level 4,14.5
STATEN ISLAND,Multi-Racial,Pct Level 4,24.5
STATEN ISLAND,Native American,Pct Level 4,15.9
STATEN ISLAND,White,Pct Level 4,31.7
STATEN ISLAND,Asian,Pct Level 4,38.3
STATEN ISLAND,Black,Pct Level 4,11.3
STATEN ISLAND,Hispanic,Pct Level 4,14.9
STATEN ISLAND,Multi-Racial,Pct Level 4,24.7
STATEN ISLAND,Native American,Pct Level 4,18.0
STATEN ISLAND,White,Pct Level 4,32.2
STATEN ISLAND,Asian,Pct Level 4,36.1
STATEN ISLAND,Black,Pct Level 4,10.0
STATEN ISLAND,Hispanic,Pct Level 4,12.9
STATEN ISLAND,Multi-Racial,Pct Level 4,20.0
STATEN ISLAND,Native American,Pct Level 4,18.9
STATEN ISLAND,White,Pct Level 4,29.2
STATEN ISLAND,Asian,Pct Level 4,35.3
STATEN ISLAND,Black,Pct Level 4,9.1
STATEN ISLAND,Hispanic,Pct Level 4,13.0
STATEN ISLAND,Multi-Racial,Pct Level 4,25.0
STATEN ISLAND,Native American,Pct Level 4,15.8
STATEN ISLAND,White,Pct Level 4,28.7
STATEN ISLAND,Asian,Pct Level 4,31.2
STATEN ISLAND,Black,Pct Level 4,7.4
STATEN ISLAND,Hispanic,Pct Level 4,9.6
STATEN ISLAND,Multi-Racial,Pct Level 4,19.2
STATEN ISLAND,Native American,Pct Level 4,13.2
STATEN ISLAND,White,Pct Level 4,21.9
STATEN ISLAND,Asian,Pct Level 4,27.0
STATEN ISLAND,Black,Pct Level 4,5.8
STATEN ISLAND,Hispanic,Pct Level 4,7.0
STATEN ISLAND,Multi-Racial,Pct Level 4,12.9
STATEN ISLAND,Native American,Pct Level 4,20.2
STATEN ISLAND,White,Pct Level 4,19.0
STATEN ISLAND,Asian,Pct Level 4,22.8
STATEN ISLAND,Black,Pct Level 4,3.6
STATEN ISLAND,Hispanic,Pct Level 4,5.0
STATEN ISLAND,Multi-Racial,Pct Level 4,12.8
STATEN ISLAND,Native American,Pct Level 4,15.5
STATEN ISLAND,White,Pct Level 4,15.4
STATEN ISLAND,Asian,Pct Level 4,21.8
STATEN ISLAND,Black,Pct Level 4,3.0
STATEN ISLAND,Hispanic,Pct Level 4,4.3
STATEN ISLAND,Multi-Racial,Pct Level 4,8.7
STATEN ISLAND,Native American,Pct Level 4,8.5
STATEN ISLAND,White,Pct Level 4,12.6
STATEN ISLAND,Asian,Pct Level 4,19.0
STATEN ISLAND,Black,Pct Level 4,2.6
STATEN ISLAND,Hispanic,Pct Level 4,3.4
STATEN ISLAND,Multi-Racial,Pct Level 4,5.4
STATEN ISLAND,Native American,Pct Level 4,6.0
STATEN ISLAND,White,Pct Level 4,10.9
BRONX,Asian,Pct Level 4,27.1
BRONX,Black,Pct Level 4,6.2
BRONX,Hispanic,Pct Level 4,6.5
BRONX,Multi-Racial,Pct Level 4,15.6
BRONX,Native American,Pct Level 4,9.2
BRONX,White,Pct Level 4,19.5
BRONX,Asian,Pct Level 4,26.0
BRONX,Black,Pct Level 4,5.3
BRONX,Hispanic,Pct Level 4,5.8
BRONX,Multi-Racial,Pct Level 4,15.8
BRONX,Native American,Pct Level 4,9.8
BRONX,White,Pct Level 4,18.9
BRONX,Asian,Pct Level 4,34.6
BRONX,Black,Pct Level 4,8.7
BRONX,Hispanic,Pct Level 4,10.1
BRONX,Multi-Racial,Pct Level 4,16.0
BRONX,Native American,Pct Level 4,17.4
BRONX,White,Pct Level 4,23.6
BRONX,Asian,Pct Level 4,29.4
BRONX,Black,Pct Level 4,7.4
BRONX,Hispanic,Pct Level 4,8.2
BRONX,Multi-Racial,Pct Level 4,15.7
BRONX,Native American,Pct Level 4,12.1
BRONX,White,Pct Level 4,20.2
BRONX,Asian,Pct Level 4,24.4
BRONX,Black,Pct Level 4,5.5
BRONX,Hispanic,Pct Level 4,5.9
BRONX,Multi-Racial,Pct Level 4,14.8
BRONX,Native American,Pct Level 4,10.2
BRONX,White,Pct Level 4,17.0
BRONX,Asian,Pct Level 4,25.1
BRONX,Black,Pct Level 4,5.6
BRONX,Hispanic,Pct Level 4,5.9
BRONX,Multi-Racial,Pct Level 4,12.1
BRONX,Native American,Pct Level 4,10.3
BRONX,White,Pct Level 4,18.3
BRONX,Asian,Pct Level 4,25.7
BRONX,Black,Pct Level 4,4.4
BRONX,Hispanic,Pct Level 4,4.9
BRONX,Multi-Racial,Pct Level 4,7.6
BRONX,Native American,Pct Level 4,9.4
BRONX,White,Pct Level 4,16.0
BRONX,Asian,Pct Level 4,23.4
BRONX,Black,Pct Level 4,4.1
BRONX,Hispanic,Pct Level 4,4.5
BRONX,Multi-Racial,Pct Level 4,10.7
BRONX,Native American,Pct Level 4,9.8
BRONX,White,Pct Level 4,15.0
BRONX,Asian,Pct Level 4,19.2
BRONX,Black,Pct Level 4,2.6
BRONX,Hispanic,Pct Level 4,2.8
BRONX,Multi-Racial,Pct Level 4,8.5
BRONX,Native American,Pct Level 4,6.0
BRONX,White,Pct Level 4,11.6
BROOKLYN,Asian,Pct Level 4,43.4
BROOKLYN,Black,Pct Level 4,9.4
BROOKLYN,Hispanic,Pct Level 4,9.7
BROOKLYN,Multi-Racial,Pct Level 4,32.6
BROOKLYN,Native American,Pct Level 4,13.9
BROOKLYN,White,Pct Level 4,29.2
BROOKLYN,Asian,Pct Level 4,44.0
BROOKLYN,Black,Pct Level 4,8.5
BROOKLYN,Hispanic,Pct Level 4,9.1
BROOKLYN,Multi-Racial,Pct Level 4,35.0
BROOKLYN,Native American,Pct Level 4,14.1
BROOKLYN,White,Pct Level 4,31.6
BROOKLYN,Asian,Pct Level 4,51.2
BROOKLYN,Black,Pct Level 4,11.7
BROOKLYN,Hispanic,Pct Level 4,13.6
BROOKLYN,Multi-Racial,Pct Level 4,42.1
BROOKLYN,Native American,Pct Level 4,18.4
BROOKLYN,White,Pct Level 4,39.9
BROOKLYN,Asian,Pct Level 4,47.5
BROOKLYN,Black,Pct Level 4,9.9
BROOKLYN,Hispanic,Pct Level 4,11.5
BROOKLYN,Multi-Racial,Pct Level 4,38.4
BROOKLYN,Native American,Pct Level 4,15.8
BROOKLYN,White,Pct Level 4,37.0
BROOKLYN,Asian,Pct Level 4,41.5
BROOKLYN,Black,Pct Level 4,7.1
BROOKLYN,Hispanic,Pct Level 4,8.8
BROOKLYN,Multi-Racial,Pct Level 4,36.1
BROOKLYN,Native American,Pct Level 4,13.1
BROOKLYN,White,Pct Level 4,32.2
BROOKLYN,Asian,Pct Level 4,42.1
BROOKLYN,Black,Pct Level 4,7.3
BROOKLYN,Hispanic,Pct Level 4,8.5
BROOKLYN,Multi-Racial,Pct Level 4,37.6
BROOKLYN,Native American,Pct Level 4,11.4
BROOKLYN,White,Pct Level 4,33.0
BROOKLYN,Asian,Pct Level 4,38.7
BROOKLYN,Black,Pct Level 4,5.4
BROOKLYN,Hispanic,Pct Level 4,7.2
BROOKLYN,Multi-Racial,Pct Level 4,33.1
BROOKLYN,Native American,Pct Level 4,10.1
BROOKLYN,White,Pct Level 4,29.5
BROOKLYN,Asian,Pct Level 4,36.8
BROOKLYN,Black,Pct Level 4,5.1
BROOKLYN,Hispanic,Pct Level 4,6.7
BROOKLYN,Multi-Racial,Pct Level 4,28.1
BROOKLYN,Native American,Pct Level 4,10.0
BROOKLYN,White,Pct Level 4,28.2
BROOKLYN,Asian,Pct Level 4,30.5
BROOKLYN,Black,Pct Level 4,3.5
BROOKLYN,Hispanic,Pct Level 4,4.1
BROOKLYN,Multi-Racial,Pct Level 4,23.9
BROOKLYN,Native American,Pct Level 4,6.1
BROOKLYN,White,Pct Level 4,22.6
MANHATTAN,Asian,Pct Level 4,58.2
MANHATTAN,Black,Pct Level 4,7.2
MANHATTAN,Hispanic,Pct Level 4,9.8
MANHATTAN,Multi-Racial,Pct Level 4,49.7
MANHATTAN,Native American,Pct Level 4,20.6
MANHATTAN,White,Pct Level 4,47.4
MANHATTAN,Asian,Pct Level 4,58.5
MANHATTAN,Black,Pct Level 4,6.5
MANHATTAN,Hispanic,Pct Level 4,10.4
MANHATTAN,Multi-Racial,Pct Level 4,53.2
MANHATTAN,Native American,Pct Level 4,17.6
MANHATTAN,White,Pct Level 4,48.7
MANHATTAN,Asian,Pct Level 4,64.4
MANHATTAN,Black,Pct Level 4,9.3
MANHATTAN,Hispanic,Pct Level 4,14.7
MANHATTAN,Multi-Racial,Pct Level 4,61.7
MANHATTAN,Native American,Pct Level 4,23.4
MANHATTAN,White,Pct Level 4,58.5
MANHATTAN,Asian,Pct Level 4,60.0
MANHATTAN,Black,Pct Level 4,8.2
MANHATTAN,Hispanic,Pct Level 4,12.5
MANHATTAN,Multi-Racial,Pct Level 4,57.4
MANHATTAN,Native American,Pct Level 4,16.2
MANHATTAN,White,Pct Level 4,54.8
MANHATTAN,Asian,Pct Level 4,53.8
MANHATTAN,Black,Pct Level 4,6.2
MANHATTAN,Hispanic,Pct Level 4,9.9
MANHATTAN,Multi-Racial,Pct Level 4,53.9
MANHATTAN,Native American,Pct Level 4,16.9
MANHATTAN,White,Pct Level 4,50.0
MANHATTAN,Asian,Pct Level 4,53.0
MANHATTAN,Black,Pct Level 4,6.2
MANHATTAN,Hispanic,Pct Level 4,8.7
MANHATTAN,Multi-Racial,Pct Level 4,53.6
MANHATTAN,Native American,Pct Level 4,17.8
MANHATTAN,White,Pct Level 4,49.4
MANHATTAN,Asian,Pct Level 4,49.7
MANHATTAN,Black,Pct Level 4,5.8
MANHATTAN,Hispanic,Pct Level 4,7.2
MANHATTAN,Multi-Racial,Pct Level 4,49.6
MANHATTAN,Native American,Pct Level 4,22.4
MANHATTAN,White,Pct Level 4,46.8
MANHATTAN,Asian,Pct Level 4,47.5
MANHATTAN,Black,Pct Level 4,5.3
MANHATTAN,Hispanic,Pct Level 4,6.3
MANHATTAN,Multi-Racial,Pct Level 4,46.4
MANHATTAN,Native American,Pct Level 4,19.5
MANHATTAN,White,Pct Level 4,43.4
MANHATTAN,Asian,Pct Level 4,42.2
MANHATTAN,Black,Pct Level 4,4.1
MANHATTAN,Hispanic,Pct Level 4,4.5
MANHATTAN,Multi-Racial,Pct Level 4,37.0
MANHATTAN,Native American,Pct Level 4,15.6
MANHATTAN,White,Pct Level 4,37.7
QUEENS,Asian,Pct Level 4,40.9
QUEENS,Black,Pct Level 4,8.2
QUEENS,Hispanic,Pct Level 4,9.1
QUEENS,Multi-Racial,Pct Level 4,37.1
QUEENS,Native American,Pct Level 4,16.9
QUEENS,White,Pct Level 4,27.7
QUEENS,Asian,Pct Level 4,43.1
QUEENS,Black,Pct Level 4,7.6
QUEENS,Hispanic,Pct Level 4,9.4
QUEENS,Multi-Racial,Pct Level 4,39.4
QUEENS,Native American,Pct Level 4,16.2
QUEENS,White,Pct Level 4,29.1
QUEENS,Asian,Pct Level 4,49.6
QUEENS,Black,Pct Level 4,10.7
QUEENS,Hispanic,Pct Level 4,15.2
QUEENS,Multi-Racial,Pct Level 4,44.0
QUEENS,Native American,Pct Level 4,21.2
QUEENS,White,Pct Level 4,36.0
QUEENS,Asian,Pct Level 4,46.6
QUEENS,Black,Pct Level 4,9.0
QUEENS,Hispanic,Pct Level 4,13.4
QUEENS,Multi-Racial,Pct Level 4,40.2
QUEENS,Native American,Pct Level 4,18.2
QUEENS,White,Pct Level 4,32.7
QUEENS,Asian,Pct Level 4,40.7
QUEENS,Black,Pct Level 4,6.4
QUEENS,Hispanic,Pct Level 4,10.7
QUEENS,Multi-Racial,Pct Level 4,36.9
QUEENS,Native American,Pct Level 4,14.6
QUEENS,White,Pct Level 4,27.8
QUEENS,Asian,Pct Level 4,40.8
QUEENS,Black,Pct Level 4,6.3
QUEENS,Hispanic,Pct Level 4,10.6
QUEENS,Multi-Racial,Pct Level 4,36.8
QUEENS,Native American,Pct Level 4,15.2
QUEENS,White,Pct Level 4,27.9
QUEENS,Asian,Pct Level 4,37.9
QUEENS,Black,Pct Level 4,6.0
QUEENS,Hispanic,Pct Level 4,9.6
QUEENS,Multi-Racial,Pct Level 4,33.7
QUEENS,Native American,Pct Level 4,15.4
QUEENS,White,Pct Level 4,25.1
QUEENS,Asian,Pct Level 4,35.8
QUEENS,Black,Pct Level 4,5.7
QUEENS,Hispanic,Pct Level 4,8.8
QUEENS,Multi-Racial,Pct Level 4,33.9
QUEENS,Native American,Pct Level 4,16.2
QUEENS,White,Pct Level 4,23.7
QUEENS,Asian,Pct Level 4,30.7
QUEENS,Black,Pct Level 4,3.7
QUEENS,Hispanic,Pct Level 4,6.6
QUEENS,Multi-Racial,Pct Level 4,28.0
QUEENS,Native American,Pct Level 4,10.5
QUEENS,White,Pct Level 4,19.4
STATEN ISLAND,Asian,Pct Level 4,41.7
STATEN ISLAND,Black,Pct Level 4,6.4
STATEN ISLAND,Hispanic,Pct Level 4,9.7
STATEN ISLAND,Multi-Racial,Pct Level 4,18.8
STATEN ISLAND,Native American,Pct Level 4,15.5
STATEN ISLAND,White,Pct Level 4,27.1
STATEN ISLAND,Asian,Pct Level 4,41.7
STATEN ISLAND,Black,Pct Level 4,5.8
STATEN ISLAND,Hispanic,Pct Level 4,8.6
STATEN ISLAND,Multi-Racial,Pct Level 4,21.3
STATEN ISLAND,Native American,Pct Level 4,12.9
STATEN ISLAND,White,Pct Level 4,27.0
STATEN ISLAND,Asian,Pct Level 4,48.5
STATEN ISLAND,Black,Pct Level 4,8.3
STATEN ISLAND,Hispanic,Pct Level 4,13.0
STATEN ISLAND,Multi-Racial,Pct Level 4,24.7
STATEN ISLAND,Native American,Pct Level 4,24.0
STATEN ISLAND,White,Pct Level 4,32.0
STATEN ISLAND,Asian,Pct Level 4,45.7
STATEN ISLAND,Black,Pct Level 4,6.8
STATEN ISLAND,Hispanic,Pct Level 4,11.0
STATEN ISLAND,Multi-Racial,Pct Level 4,22.8
STATEN ISLAND,Native American,Pct Level 4,18.8
STATEN ISLAND,White,Pct Level 4,29.0
STATEN ISLAND,Asian,Pct Level 4,38.4
STATEN ISLAND,Black,Pct Level 4,4.7
STATEN ISLAND,Hispanic,Pct Level 4,8.5
STATEN ISLAND,Multi-Racial,Pct Level 4,21.4
STATEN ISLAND,Native American,Pct Level 4,18.8
STATEN ISLAND,White,Pct Level 4,23.1
STATEN ISLAND,Asian,Pct Level 4,39.0
STATEN ISLAND,Black,Pct Level 4,4.5
STATEN ISLAND,Hispanic,Pct Level 4,8.1
STATEN ISLAND,Multi-Racial,Pct Level 4,20.7
STATEN ISLAND,Native American,Pct Level 4,20.0
STATEN ISLAND,White,Pct Level 4,22.9
STATEN ISLAND,Asian,Pct Level 4,37.4
STATEN ISLAND,Black,Pct Level 4,4.0
STATEN ISLAND,Hispanic,Pct Level 4,7.1
STATEN ISLAND,Multi-Racial,Pct Level 4,17.1
STATEN ISLAND,Native American,Pct Level 4,14.9
STATEN ISLAND,White,Pct Level 4,19.9
STATEN ISLAND,Asian,Pct Level 4,34.8
STATEN ISLAND,Black,Pct Level 4,4.1
STATEN ISLAND,Hispanic,Pct Level 4,6.3
STATEN ISLAND,Multi-Racial,Pct Level 4,14.6
STATEN ISLAND,Native American,Pct Level 4,13.9
STATEN ISLAND,White,Pct Level 4,19.0
STATEN ISLAND,Asian,Pct Level 4,28.8
STATEN ISLAND,Black,Pct Level 4,2.6
STATEN ISLAND,Hispanic,Pct Level 4,4.2
STATEN ISLAND,Multi-Racial,Pct Level 4,14.5
STATEN ISLAND,Native American,Pct Level 4,7.7
STATEN ISLAND,White,Pct Level 4,14.3
